id	title	alias	url	adresse	adresse2	City	State	codepostal	Country	tel	glng	glat	metadesc
344	Rust Check Dealer           Po	port-sydney-auto-recyclers-rust-check	https://www.rustcheck.ca/rustcheck-dealers/344-port-sydney-auto-recyclers-rust-check.html	211 Muskoka Road 10		Port Sydney	Ontario	P0B 1L0	Canada	705.385.1754	-79.302694	45.2183995	"Choose Port Sydney Auto Recyclers/Rust Check in Port Sydney, Ontario for advanced Rust Check care. Protect your vehicle investment against rust year-round."
345	Rust Check Dealer          	kelly-theaker-rust-check	https://www.rustcheck.ca/rustcheck-dealers/345-kelly-theaker-rust-check.html	"120 Shanley Street, Box 55"		Rockwood	Ontario	N0B 2K0	Canada	519.856.2163	-80.139423	43.615474	"Choose Kelly Theaker Rust Check in Rockwood, Ontario for advanced Rust Check care. Protect your vehicle investment against rust year-round."
346	"Rust Check Dealer           Scarborough Ontario ""B"""	ultra-tech-automotive-rust-check	https://www.rustcheck.ca/rustcheck-dealers/346-ultra-tech-automotive-rust-check.html	"4187 Kingston Rd.""B"""		Scarborough	Ontario	M1E 1M5	Canada	416.283.2650	-79.197198	43.7592378	"Visit Ultra Tech Automotive/Rust Check, your go-to Rust Check provider in Scarborough, Ontario. Keep your vehicle looking new with professional rust protection."
348	Rust Check Dealer           Smi	tom-pirie-motor-sales-rust-check	https://www.rustcheck.ca/rustcheck-dealers/348-tom-pirie-motor-sales-rust-check.html	"190 Lombard Street, Hwy 15"		Smiths Falls	Ontario		Canada	613.284.1515	-76.042675	44.8729473	"Drive longer with confidence         Tom Pirie Motor Sales/Rust Check in Smiths Falls, Ontario delivers proven Rust Check solutions"
349	Rust Check Dealer           Te	mill-road-service-rust-check	https://www.rustcheck.ca/rustcheck-dealers/349-mill-road-service-rust-check.html	Lot #5 Mill Road		Terrace Bay	Ontario	P0T 2W0	Canada	807.825.9580	-87.096561	48.794325	"Visit Mill Road Service/Rust Check, your go-to Rust Check provider in Terrace Bay, Ontario. Keep your vehicle looking new with professional rust protection."
350	Rust Check Dealer           Windsor Ontario Ca	emeryville-collision-rust-check	https://www.rustcheck.ca/rustcheck-dealers/350-emeryville-collision-rust-check.html	516 Blanchard Drive		Windsor	Ontario	N8N 2L9	Canada	519.727.3486	-82.822723	42.30389	"Looking for rust prevention in Windsor, Ontario? Emeryville Collision/Rust Check provides reliable Rust Check services trusted by Canadian drivers."
456	Rust Check Dealer           Church 	belliveau-motors-rust-check	https://www.rustcheck.ca/rustcheck-dealers/456-belliveau-motors-rust-check.html	1484 Hwy 1		Church Point	Nova Scotia	B0W1M0	Canada	902.769.0706	-66.117202	44.328459	"Protect your car with Belliveau Motors & Rust Check in Church Point, Nova Scotia. Trusted Rust Check specialists keeping vehicles safe from corrosion."
455	Rust Check Dealer           Burlington Ontario	discovery-ford-sales-rust-check	https://www.rustcheck.ca/rustcheck-dealers/455-discovery-ford-sales-rust-check.html	850 Brant Street		Burlington	Ontario	L7R2J5	Canada	905-632-8696	-79.812198	43.3347209	"Leggat Discovery Motots Inc. in Burlington, Ontario offers expert Rust Check treatments to extend your vehicle         s life and pre"
356	Rust Check Dealer           	saturn-de-blainville-rust-check	https://www.rustcheck.ca/rustcheck-dealers/356-saturn-de-blainville-rust-check.html	249 Boulevard De La Seigneurie Quest		Blainville	Quebec	J7C 4N4	Canada	450.437.6317	-73.873775	45.6643012	"Choose Saturn De Blainville/Rust Check in Blainville, Quebec for advanced Rust Check care. Protect your vehicle investment against rust year-round."
357	Rust Check Dealer           C	centre-rust-check-357	https://www.rustcheck.ca/rustcheck-dealers/357-centre-rust-check-357.html	99 Bl. D'Anjou		Chateauguay	Quebec	J6J 2R2	Canada	450.691.1884	-73.731942	45.3607197	"Centre Rust Check -Chateauguay in Chateauguay, Quebec offers expert Rust Check treatments to extend your vehicle         s life and pre"
479	Rust Check Dealer           Vaudreuil Dorion Quebec	garage-a-prieur-and-brunette	https://www.rustcheck.ca/rustcheck-dealers/479-garage-a-prieur-and-brunette.html	740 Harwood Road		Vaudreuil Dorion	Quebec	J7V8P2	Canada	450.424.5354	2.146	47.915	"Looking for rust prevention in Vaudreuil Dorion, Quebec? Garage A Prieur and Brunette provides reliable Rust Check services trusted by Canadian drivers."
480	Rust Check Dealer           North York Ontario 	sls-sound-light-security-rust-check	https://www.rustcheck.ca/rustcheck-dealers/480-sls-sound-light-security-rust-check.html	155 Toryork Drive	Unit 2	North York	Ontario	M9L1X9	Canada	416.898.7383	2.146	47.915	"Looking for rust prevention in North York, Ontario? Team SLS Rust Check provides reliable Rust Check services trusted by Canadian drivers."
360	Rust Check Dealer          	emeryville-collision-rust-check-360	https://www.rustcheck.ca/rustcheck-dealers/360-emeryville-collision-rust-check-360.html	516 Blanchard Drive		Tecumseh	Ontario	N8N2L9	Canada	519.727.3486	-82.822723	42.30389	"Looking for rust prevention in Tecumseh, Ontario? Emeryville Collision/Rust Check - Tecumseh provides reliable Rust Check services trusted by Canadian drivers."
361	Rust Check Dealer           Richibucto New Brunsw	r-davis-repair-ltd-rust-check	https://www.rustcheck.ca/rustcheck-dealers/361-r-davis-repair-ltd-rust-check.html	P.O. Box 2102		Richibucto	New Brunswick	E4W 5P2	Canada	506.523.7117	-64.86598	46.6817873	"Visit R.Davis Repair Ltd./Rust Check, your go-to Rust Check provider in Richibucto, New Brunswick. Keep your vehicle looking new with professional rust protection."
362	Rust Check Dealer           Hamilton Ontario Cana	10-minute-oil-change	https://www.rustcheck.ca/rustcheck-dealers/362-10-minute-oil-change.html	1485 Main Street East		Hamilton	Ontario	L8K1C7	Canada	905.549.5222	-79.806404	43.2397549	"10 Minute Oil Change in Hamilton, Ontario offers expert Rust Check treatments to extend your vehicle         s life and pre"
481	Rust Check Dealer          	coverzall-i-c-e-rust-check-centre	https://www.rustcheck.ca/rustcheck-dealers/481-coverzall-i-c-e-rust-check-centre.html	828 Terre Coupe Road		Buchanan	Michigan	49107	USA	269-471-2767	2.146	47.915	"Choose Southwest Coatings Service & Rust Check Centre in Buchanan, Michigan for advanced Rust Check care. Protect your vehicle investment against rust year-round."
364	Rust Check Dealer          	luxe-auto-lounge-rust-check-364	https://www.rustcheck.ca/rustcheck-dealers/364-luxe-auto-lounge-rust-check-364.html	"1671 Vimont Crt., Unit #101"		Orleans	Ontario	K4A3M3	Canada	613.830.5676	-75.484182	45.4913106	"Protect your car with Luxe Auto Lounge/Rust Check - Orleans in Orleans, Ontario. Trusted Rust Check specialists keeping vehicles safe from corrosion."
365	Rust Check Dealer           New	gold-fleet-north	https://www.rustcheck.ca/rustcheck-dealers/365-gold-fleet-north.html	251 Grant Drive		New Liskeard	Ontario	P0J1P0	Canada	705-647-8889	-79.66583	47.5155262	"Looking for rust prevention in New Liskeard, Ontario? Kriegers Auto Care provides reliable Rust Check services trusted by Canadian drivers."
366	Rust Check Dealer           Temiskami	gold-fleet-north-366	https://www.rustcheck.ca/rustcheck-dealers/366-gold-fleet-north-366.html	251 Grant Drive		Temiskaming Shores	Ontario	P0J1P0	Canada	705-647-8889	-79.66583	47.5155262	"Choose Gold Fleet North in Temiskaming Shores, Ontario for advanced Rust Check care. Protect your vehicle investment against rust year-round."
367	Rust Check Dealer           Gra	car-city-ltd	https://www.rustcheck.ca/rustcheck-dealers/367-car-city-ltd.html	"276 Dorcy Drive, P O Box 11585,Cayman Island"		Grand Cayman	International	BWI	International	345-949-2600	2.146	47.915	"Protect your car with Car City Ltd. in Grand Cayman, International. Trusted Rust Check specialists keeping vehicles safe from corrosion."
368	Rust Check Dealer           Provi	bayview-motors-ltd	https://www.rustcheck.ca/rustcheck-dealers/368-bayview-motors-ltd.html	"Box 619 Leeward Hwy.,Turks & Caicos"		Providenciales	International	BWI	International	649-946-4114	2.146	47.915	"Visit Bayview Motors Ltd., your go-to Rust Check provider in Providenciales, International. Keep your vehicle looking new with professional rust protection."
369	Rust Check Dealer          	carat-deutschland-gmbh	https://www.rustcheck.ca/rustcheck-dealers/369-carat-deutschland-gmbh.html	"Bernhard-Hahn Strasse 30, Germany"		Erkelenz	International	41812	International	(49)2431-81000	2.146	47.915	"Looking for rust prevention in Erkelenz, International? Carat Deutschland GMBH provides reliable Rust Check services trusted by Canadian drivers."
370	Rust Check Dealer           An	korea-rust-check	https://www.rustcheck.ca/rustcheck-dealers/370-korea-rust-check.html	"999 Kwanyang Dong, Korea"		Anyang City	International	KYO	International	343-423-1420	2.146	47.915	"Choose Korea Rust Check in Anyang City, International for advanced Rust Check care. Protect your vehicle investment against rust year-round."
371	Rust Check Dealer           Ru	rust-check-norge	https://www.rustcheck.ca/rustcheck-dealers/371-rust-check-norge.html	"1850 Mysen, Orjeveien 228,Norway"		Rustad Bruk	International		International	476-989-3220	2.146	47.915	"Choose Rust Check Norge in Rustad Bruk, International for advanced Rust Check care. Protect your vehicle investment against rust year-round."
372	Rust Check Dealer           St. Jo	constantines-engine-performance-rust-check	https://www.rustcheck.ca/rustcheck-dealers/372-constantines-engine-performance-rust-check.html	22 Goldstone Street		St. John's	Newfoundland	A1B5A8	Canada	709.753.9145	2.146	47.915	"Drive longer with confidence         Constantine's Engine Performance/Rust Check in St. John's, Newfoundland delivers proven Rust Check solutions"
373	Rust Check Dealer           Bloomf	lasco-equipment	https://www.rustcheck.ca/rustcheck-dealers/373-lasco-equipment.html	P.O.Box 150 Bloomfield		Bloomfield	Newfoundland	A0C 1A0	Canada	709-467-5404	-53.904132	48.393364	"Lasco Equipment in Bloomfield, Newfoundland offers expert Rust Check treatments to extend your vehicle         s life and pre"
374	Rust Check Dealer           Carbonear Newfoundland C	hickman-motors-ltd-rust-check	https://www.rustcheck.ca/rustcheck-dealers/374-hickman-motors-ltd-rust-check.html	121 Columbus Drive		Carbonear	Newfoundland	A1Y 1A6	Canada	709.596.5005	-53.248509	47.7304052	"Choose Hickman Motors Ltd./Rust Check in Carbonear, Newfoundland for advanced Rust Check care. Protect your vehicle investment against rust year-round."
376	Rust Check Dealer          	northland-truck-sales-rust-check	https://www.rustcheck.ca/rustcheck-dealers/376-northland-truck-sales-rust-check.html	2050 Regent Street		Sudbury	Ontario	P3E 3Z9	Canada	705.522.3630	-80.998033	46.45115	"Choose Northland Truck Sales & Rust Check in Sudbury, Ontario for advanced Rust Check care. Protect your vehicle investment against rust year-round."
378	Rust Check Dealer          	stewy-s-auto-rust-check	https://www.rustcheck.ca/rustcheck-dealers/378-stewy-s-auto-rust-check.html	246 S Gower Drive		Heckston	Ontario	K0G 1J0	Canada	613.258.4111	-75.531145	44.968476	"Looking for rust prevention in Heckston, Ontario? Stewy's Auto/Rust Check provides reliable Rust Check services trusted by Canadian drivers."
380	Rust Check Dealer           Place	matt-s-auto-service-rust-check	https://www.rustcheck.ca/rustcheck-dealers/380-matt-s-auto-service-rust-check.html	"48 Swan's Road, P.O. Box 424"		Placentia	Newfoundland	A0B2Y0	Canada	709-227-7150	-53.958928	47.2427103	"Visit Matt's Auto Service/Rust Check, your go-to Rust Check provider in Placentia, Newfoundland. Keep your vehicle looking new with professional rust protection."
381	Rust Check Dealer           Yar	tusket-toyota	https://www.rustcheck.ca/rustcheck-dealers/381-tusket-toyota.html	"10620 Starrs Road,Exit Hwy 3"		Yarmouth	Nova Scotia	B5A 4B1	Canada	902.749.1700	-66.11740659	43.835384	"Choose Tusket Toyota - Yarmouth in Yarmouth, Nova Scotia for advanced Rust Check care. Protect your vehicle investment against rust year-round."
382	Rust Check Dealer           St. John's Newfoundland Ca	t-j-s-place	https://www.rustcheck.ca/rustcheck-dealers/382-t-j-s-place.html	116 Harbourview Ave		St. John's	Newfoundland	A1A 5C9	Canada	709-753-7373	-52.725306	47.6059248	"Protect your car with T.J.'s Place  in St. John's, Newfoundland. Trusted Rust Check specialists keeping vehicles safe from corrosion."
384	Rust Check Dealer           St. John's Newfoundland Ca	freshwater-auto-center-ltd	https://www.rustcheck.ca/rustcheck-dealers/384-freshwater-auto-center-ltd.html	324 Freshwater Road		St. John's	Newfoundland	A1B 1C2	Canada	709.722.7544	-52.74403	47.5626499	"Looking for rust prevention in St. John's, Newfoundland? Freshwater Auto Center Ltd. provides reliable Rust Check services trusted by Canadian drivers."
388	Rust Check Dealer           London Ontario Cana	london-s-rust-check-center	https://www.rustcheck.ca/rustcheck-dealers/388-london-s-rust-check-center.html	1890 Cheapside Street		London	Ontario	N5V 3E7	Canada	519-452-4821	-81.185701	43.0223638	"Looking for rust prevention in London, Ontario? London's Rust Check Center provides reliable Rust Check services trusted by Canadian drivers."
389	Rust Check Dealer           Downsview Ontario Ca	carstar-quality-collision-rust-check	https://www.rustcheck.ca/rustcheck-dealers/389-carstar-quality-collision-rust-check.html	1221 Finch Ave West		Downsview	Ontario	M3J2E8	Canada	416.633.5652	-79.484533	43.7645306	"Protect your car with Carstar Quality Collision & Rust Check in Downsview, Ontario. Trusted Rust Check specialists keeping vehicles safe from corrosion."
390	Rust Check Dealer           Port aux Bas	c-c-automotive-ltd	https://www.rustcheck.ca/rustcheck-dealers/390-c-c-automotive-ltd.html	25 Grand Bay Road West		Port aux Basques	Newfoundland	A0M 1C0	Canada	709-695-3313	-59.16654	47.5872029	"Protect your car with C & C Automotive Ltd. in Port aux Basques, Newfoundland. Trusted Rust Check specialists keeping vehicles safe from corrosion."
454	Rust Check Dealer           Toronto Ontari	national-collision-rust-check	https://www.rustcheck.ca/rustcheck-dealers/454-national-collision-rust-check.html	20 Jenet Avenue		Toronto	Ontario	M6H1R4	Canada	416-901-8755	-79.444407	43.6597123	"Protect your car with National Collision & Rust Check in Toronto, Ontario. Trusted Rust Check specialists keeping vehicles safe from corrosion."
445	Rust Check Dealer           St Hila	rust-check-nu-glo-edmunston	https://www.rustcheck.ca/rustcheck-dealers/445-rust-check-nu-glo-edmunston.html	2814 Rte 120		St Hilaire	New Brunswick	E3V4T9	Canada	506-258-3359	2.146	47.915	"Looking for rust prevention in St Hilaire, New Brunswick? Rust Check Nu Glo Edmunston provides reliable Rust Check services trusted by Canadian drivers."
396	Rust Check Dealer           Fra	ridgecrest-towing-auto-service	https://www.rustcheck.ca/rustcheck-dealers/396-ridgecrest-towing-auto-service.html	5546 Sylva Highway		Franklin	North Carolina	28734	USA	828-349-0011	2.146	47.915	"Ridgecrest Towing & Auto Service in Franklin, North Carolina offers expert Rust Check treatments to extend your vehicle         s life and pre"
470	Rust Check Dealer          	country-town-auto-rust-check	https://www.rustcheck.ca/rustcheck-dealers/470-country-town-auto-rust-check.html	302A Russett Drive		Arnprior	Ontario		Canada	613.622.2886	-76.394149	45.419151	"Choose Country Town Auto & Rust Check in Arnprior, Ontario for advanced Rust Check care. Protect your vehicle investment against rust year-round."
398	Rust Check Dealer           Was	auto-tech-n-tire-rust-check	https://www.rustcheck.ca/rustcheck-dealers/398-auto-tech-n-tire-rust-check.html	1227 Mosley Street		Wasaga Beach	Ontario	L9Z2E5	Canada	705.429.4488	-80.050248	44.490722	"Protect your car with Auto Tech 'N Tire & Rust Check in Wasaga Beach, Ontario. Trusted Rust Check specialists keeping vehicles safe from corrosion."
399	Rust Check Dealer           	gold-fleet-subaru-rust-check	https://www.rustcheck.ca/rustcheck-dealers/399-gold-fleet-subaru-rust-check.html	600 McKeown Ave		North Bay	Ontario	P1B7M2	Canada	705-472-2222	-79.464893	46.3284061	"Looking for rust prevention in North Bay, Ontario? Gold Fleet Subaru & Rust Check provides reliable Rust Check services trusted by Canadian drivers."
472	Rust Check Dealer           Amherstview Ontario Canada 113	automotive-angels-rust-check-472	https://www.rustcheck.ca/rustcheck-dealers/472-automotive-angels-rust-check-472.html	113 William Henderson Drive	Unit 4	Amherstview	Ontario	K0H1G0	Canada	613.767.1679	2.146	47.915	"Protect your car with Automotive Angels & Rust Check - Amherstview in Amherstview, Ontario. Trusted Rust Check specialists keeping vehicles safe from corrosion."
466	Rust Check Dealer          	rankins-garage-rust-check	https://www.rustcheck.ca/rustcheck-dealers/466-rankins-garage-rust-check.html	273 Queen Street		Paisley	Ontario	N0G2N0	Canada	519-353-5741	-81.271905	44.304092	"Drive longer with confidence         Rankins Garage & Rust Check in Paisley, Ontario delivers proven Rust Check solutions"
401	Rust Check Dealer           Mississauga Ontario Canad	auto-salon-rust-check	https://www.rustcheck.ca/rustcheck-dealers/401-auto-salon-rust-check.html	7091 Hurontario Street		Mississauga	Ontario	L5S1Z8	Canada	905-565-0093	-79.708581	43.6480424	"Protect your car with Auto Salon & Rust Check in Mississauga, Ontario. Trusted Rust Check specialists keeping vehicles safe from corrosion."
402	Rust Check Dealer           Peterborough Ontari	hamilton-radiator-rust-check	https://www.rustcheck.ca/rustcheck-dealers/402-hamilton-radiator-rust-check.html	680 The Parkway		Peterborough	Ontario	K9J5W3	Canada	705-742-7701	-78.3411505	44.2765498	"Choose Hamilton Radiator & Rust Check in Peterborough, Ontario for advanced Rust Check care. Protect your vehicle investment against rust year-round."
405	Rust Check Dealer           Ottawa Ontario Ca	line-x-of-ottawa-rust-check	https://www.rustcheck.ca/rustcheck-dealers/405-line-x-of-ottawa-rust-check.html	3252 Hawthorne Road		Ottawa	Ontario	K1G3W9	Canada	613-248-9366	-75.601686	45.3816933	"Visit Line-x of Ottawa & Rust Check, your go-to Rust Check provider in Ottawa, Ontario. Keep your vehicle looking new with professional rust protection."
406	Rust Check Dealer           Ottawa Ontari	line-x-of-ottawa-rust-check-center	https://www.rustcheck.ca/rustcheck-dealers/406-line-x-of-ottawa-rust-check-center.html	107 Wescar Lane		Ottawa	Ontario	K0A1L0	Canada	613-831-8310	-75.977594	45.2920215	"Drive longer with confidence         Line-x of Ottawa & Rust Check Center - Ottawa in Ottawa, Ontario delivers proven Rust Check solutions"
407	Rust Check Dealer         	line-x-of-ottawa-rust-check-center-407	https://www.rustcheck.ca/rustcheck-dealers/407-line-x-of-ottawa-rust-check-center-407.html	107 Wescar Lane		Carp	Ontario	K0A1L0	Canada	613-831-8310	-75.977594	45.2920215	"Looking for rust prevention in Carp, Ontario? Line-x of Ottawa & Rust Check Center - Carp provides reliable Rust Check services trusted by Canadian drivers."
408	Rust Check Dealer           St. Catharines Ontario Ca	complete-car-care-rust-check-centre	https://www.rustcheck.ca/rustcheck-dealers/408-complete-car-care-rust-check-centre.html	123 Eastchester Ave		St. Catharines	Ontario	L2P2Y9	Canada	905-988-5560	-79.213995	43.1475137	"Visit Complete Car Care & Rust Check Centre, your go-to Rust Check provider in St. Catharines, Ontario. Keep your vehicle looking new with professional rust protection."
462	Rust Check Dealer         	johnson-towing-rust-check	https://www.rustcheck.ca/rustcheck-dealers/462-johnson-towing-rust-check.html	6385 US 11		Canton	New York	13617	USA	315.386.2928	2.146	47.915	"Choose Johnson Towing & Rust Check in Canton, New York for advanced Rust Check care. Protect your vehicle investment against rust year-round."
463	Rust Check Dealer           	hawkesbury-protective-coatings	https://www.rustcheck.ca/rustcheck-dealers/463-hawkesbury-protective-coatings.html	1000 John Street		L Orignal	Ontario	K0B 1K0	Canada	613-675-0939	-74.60509	45.6107032	"Choose Hawkesbury Protective Coatings in L Orignal, Ontario for advanced Rust Check care. Protect your vehicle investment against rust year-round."
411	Rust Check Dealer           Oneida New	rust-check-centre-repair	https://www.rustcheck.ca/rustcheck-dealers/411-rust-check-centre-repair.html	201 Genesee Street	Building B	Oneida	New York	13421	USA	315-280-4802	-75.64445	43.0784338	"Drive longer with confidence         Rust Check Centre & Repair in Oneida, New York delivers proven Rust Check solutions"
414	"Rust Check Dealer           Deep Brook, Bear "	longmire-gregg-auto-sales-rust-check	https://www.rustcheck.ca/rustcheck-dealers/414-longmire-gregg-auto-sales-rust-check.html			"Deep Brook, Bear River"	Nova Scotia	B0S 1J0	Canada	902-638-8133	-65.636905	44.6361468	"Drive longer with confidence         Longmire Gregg Auto Sales & Rust Check in Deep Brook, Bear River, Nova Scotia delivers proven Rust Check solutions"
443	Rust Check Dealer           Bl	blackfalds-collision-center-ltd	https://www.rustcheck.ca/rustcheck-dealers/443-blackfalds-collision-center-ltd.html	27123 Building 9	"Hwy 597, Burbank Industrial Park"	Black Falds	Alberta	T4N5H3	Canada	587.621.0425	-113.78558	52.3650861	"Drive longer with confidence         Blackfalds Collision Center Ltd. in Black Falds, Alberta delivers proven Rust Check solutions"
416	Rust Check Dealer          	rust-check-of-watertown-inc	https://www.rustcheck.ca/rustcheck-dealers/416-rust-check-of-watertown-inc.html	1112 Water Street		Watertown	New York	13601	USA	315-681-4892	-75.874458	43.980092	"Protect your car with Rust Check of Watertown Inc. in Watertown, New York. Trusted Rust Check specialists keeping vehicles safe from corrosion."
417	Rust Check Dealer           Berm	auto-solutions	https://www.rustcheck.ca/rustcheck-dealers/417-auto-solutions.html	61 St.John's Road		Bermuda 	International	Bermuda 	International	441-295-5000	2.146	47.915	"Protect your car with Auto Solutions in Bermuda , International. Trusted Rust Check specialists keeping vehicles safe from corrosion."
418	Rust Check Dealer           Scarborough Ontario Canada 5	advance-auto-care	https://www.rustcheck.ca/rustcheck-dealers/418-advance-auto-care.html	5070A Shepard Avenue East		Scarborough	Ontario	M1S 4N3	Canada		-79.241576	43.7932887	"Advance Auto Care in Scarborough, Ontario offers expert Rust Check treatments to extend your vehicle         s life and pre"
419	Rust Check Dealer          	bourgeoios-motors	https://www.rustcheck.ca/rustcheck-dealers/419-bourgeoios-motors.html	281 Cranston Crescent		Midland	Ontario	L4R-4L1	Canada	705-526-2278	-79.884646	44.750724	"Visit Bourgeois Motors, your go-to Rust Check provider in Midland, Ontario. Keep your vehicle looking new with professional rust protection."
420	Rust Check Dealer           Gatineau Quebec Ca	hino-gatineau-express-rust-check	https://www.rustcheck.ca/rustcheck-dealers/420-hino-gatineau-express-rust-check.html	355 Industrial Raod		Gatineau	Quebec	J8R 3S6	Canada		-75.56475	45.5157724	"Protect your car with Hino Gatineau Express & Rust Check in Gatineau, Quebec. Trusted Rust Check specialists keeping vehicles safe from corrosion."
421	Rust Check Dealer          	a-t-stewart-sons-garage-rust-check	https://www.rustcheck.ca/rustcheck-dealers/421-a-t-stewart-sons-garage-rust-check.html	147 Monck Road		Bancroft	Ontario	K0L 1C0	Canada	613-332-6578	-77.893756	45.046948	"Levesque Bros. & Rust Check in Bancroft, Ontario offers expert Rust Check treatments to extend your vehicle         s life and pre"
422	Rust Check Dealer           Mono Onta	trillium-ford-lincoln-ltd-rust-check	https://www.rustcheck.ca/rustcheck-dealers/422-trillium-ford-lincoln-ltd-rust-check.html	506168 Hwy 89		Mono	Ontario	L9V 1H8	Canada	519.925.5101	-80.151893	44.0884311	"Looking for rust prevention in Mono, Ontario? Trillium Ford Lincoln Ltd./Rust Check provides reliable Rust Check services trusted by Canadian drivers."
423	Rust Check Dealer           GASPEREAUX Pri	hicken-s-detail-shop-rust-check	https://www.rustcheck.ca/rustcheck-dealers/423-hicken-s-detail-shop-rust-check.html	3983 Route 17		GASPEREAUX	Prince Edward Island	C0A1R0	Canada	902.838.4440	-62.461821	46.0957606	"Hicken's Detail Shop/Rust Check in GASPEREAUX, Prince Edward Island offers expert Rust Check treatments to extend your vehicle         s life and pre"
440	Rust Check Dealer        	bangor-radiator-rust-check	https://www.rustcheck.ca/rustcheck-dealers/440-bangor-radiator-rust-check.html	541 Maine Avenue		Bangor	Maine	4401	USA	207-942-7242	-68.806959	44.8142488	"Visit Bangor Radiator & Rust Check, your go-to Rust Check provider in Bangor, Maine. Keep your vehicle looking new with professional rust protection."
425	Rust Check Dealer          	evan-s-service-rust-check-centre	https://www.rustcheck.ca/rustcheck-dealers/425-evan-s-service-rust-check-centre.html	557 10th Street		Hanover	Ontario	N4N1R6	Canada	519-364-1957	-81.018158	44.153386	"Looking for rust prevention in Hanover, Ontario? Evan's Service & Rust Check Centre provides reliable Rust Check services trusted by Canadian drivers."
426	Rust Check Dealer         	hastings-county-autobody	https://www.rustcheck.ca/rustcheck-dealers/426-hastings-county-autobody.html	224 Metcalf		Tweed	Ontario	K0K3J0	Canada	613-478-6787	-77.313623	44.4762703	"Protect your car with Hastings County Autobody in Tweed, Ontario. Trusted Rust Check specialists keeping vehicles safe from corrosion."
427	Rust Check Dealer          	trillium-ford-lincoln-rust-check	https://www.rustcheck.ca/rustcheck-dealers/427-trillium-ford-lincoln-rust-check.html	506168 Hwy 89		Alliston	Ontario	L9V 1H8	Canada	519-925-5101	-79.869154	44.1539514	"Visit Trillium Ford Lincoln & Rust Check, your go-to Rust Check provider in Alliston, Ontario. Keep your vehicle looking new with professional rust protection."
429	Rust Check Dealer           Quebec Quebec Ca	garage-st-jean-batiste	https://www.rustcheck.ca/rustcheck-dealers/429-garage-st-jean-batiste.html	768 Rue D Aiguillon		Quebec	Quebec	G1R 1M7	Canada		-71.218253	46.8114713	"Visit Garage St Jean Batiste, your go-to Rust Check provider in Quebec, Quebec. Keep your vehicle looking new with professional rust protection."
430	test by Eden	eph	https://www.rustcheck.ca/rustcheck-dealers/430-eph.html	3500 Dufferin street		Toronto	Ontario	m3k 1n2	Canada	416-477-6011	-79.458694	43.729405	
437	Rust Check Dealer          	ericksons-auto-service-rust-check	https://www.rustcheck.ca/rustcheck-dealers/437-ericksons-auto-service-rust-check.html	265 Centre Street	Box 389	Petrolia	Ontario	N0N1R0	Canada	519.882.3652	-82.144433	42.8818379	"Choose Ericksons Auto Service & Rust Check in Petrolia, Ontario for advanced Rust Check care. Protect your vehicle investment against rust year-round."
451	Rust Check Dealer          	expert-chevrolet-buick-gmc-ltd	https://www.rustcheck.ca/rustcheck-dealers/451-expert-chevrolet-buick-gmc-ltd.html	500 Hwy 11 East	Box 850	Hearst	Ontario	P0L1N0	Canada	705-362-8001	2.146	47.915	"Expert Chevrolet Buick GMC Ltd. in Hearst, Ontario offers expert Rust Check treatments to extend your vehicle         s life and pre"
452	Rust Check Dealer           H	haliburton-automotive	https://www.rustcheck.ca/rustcheck-dealers/452-haliburton-automotive.html	14 Industrial Park Road	Box 1394	Haliburton	Ontario	K0M1S0	Canada	705-457-1717	-78.532209	45.0475663	"Drive longer with confidence         Haliburton Automotive in Haliburton, Ontario delivers proven Rust Check solutions"
493	Rust Check Dealer           	gold-wash-rust-check-centre	https://www.rustcheck.ca/rustcheck-dealers/493-gold-wash-rust-check-centre.html	178 Robie Street		Truro	Nova Scotia	B2N1L1	Canada	902-897-0864	2.146	47.915	"Visit Gold Wash & Rust Check Centre, your go-to Rust Check provider in Truro, Nova Scotia. Keep your vehicle looking new with professional rust protection."
494	Rust Check Dealer           	a-e-radiator-rust-check-centre	https://www.rustcheck.ca/rustcheck-dealers/494-a-e-radiator-rust-check-centre.html	385 High Street East		Strathroy	Ontario	N7G3Z4	Canada	519-245-6686	2.146	47.915	"Drive longer with confidence         A & E Radiator & Rust Check Centre in Strathroy, Ontario delivers proven Rust Check solutions"
496	Rust Check Dealer         	b-line-automotive-rust-check	https://www.rustcheck.ca/rustcheck-dealers/496-b-line-automotive-rust-check.html	465 Talbot Road N		Essex	Ontario	N8M 2W5	Canada	226-787-7033	2.146	47.915	"Visit B Line Automotive & Rust Check, your go-to Rust Check provider in Essex, Ontario. Keep your vehicle looking new with professional rust protection."
497	"Rust Check Dealer           Hamilton Ontario Canada"	revive-auto-detail-rust-check	https://www.rustcheck.ca/rustcheck-dealers/497-revive-auto-detail-rust-check.html	"321 Anchor Road, Unit 3"		Hamilton	Ontario	L8W3R1	Canada	905-961-7976	2.146	47.915	"Choose Revive Auto Detail & Rust Check in Hamilton, Ontario for advanced Rust Check care. Protect your vehicle investment against rust year-round."
